Id,Start,Goal,Path Num,Steps,Time,
5,5,W,12,33,4.853,
5,A,W,12,31,6.521,
5,5,W,13,16,0.389,
5,A,W,13,16,1.037,
3,3,W,14,124,1.308,
3,D,W,14,15,1.87,
4,4,W,12,48,12.135,
4,R,W,12,10,12.677,
3,3,W,15,44,0.326,
3,D,W,15,15,0.876,
1,1,H,12,20,0.144,
1,C,H,12,33,8.09,
5,5,W,14,26,0.271,
5,A,W,14,18,2,
1,1,H,13,13,0.0580001,
1,C,H,13,23,0.747,
1,1,H,14,13,0.095,
1,C,H,14,17,0.729,
4,4,W,13,89,2.173,
4,R,W,13,20,2.813,
5,5,W,15,62,1.562,
5,A,W,15,24,2.252,
1,1,H,15,13,0.049,
1,C,H,15,49,1.064,
3,3,W,16,16,0.157,
3,D,W,16,31,3.953,
3,3,W,17,17,0.16,
3,D,W,17,14,0.712,
4,4,W,14,38,2.418,
4,R,W,14,19,3.075,
4,4,W,15,16,0.229,
4,R,W,15,11,0.779,
3,3,W,18,19,2.367,
3,D,W,18,16,4.959,
5,5,W,16,79,6.919,
5,A,W,16,12,7.467,
1,1,H,16,46,4.372,
1,C,H,16,29,9.173,
2,2,W,11,78,14.082,
2,P,W,11,13,16.758,
5,5,W,17,20,0.277,
5,A,W,17,33,2.977,
4,4,W,16,27,6.348,
4,R,W,16,20,6.981,
5,5,W,18,17,0.151,
5,A,W,18,16,0.755,
5,5,W,19,20,0.329,
5,A,W,19,12,1.891,
3,3,W,19,30,5.698,
3,D,W,19,15,6.254,
4,4,W,17,67,1.238,
4,R,W,17,20,2.902,
5,5,W,20,65,0.778,
5,A,W,20,12,1.332,
1,1,H,17,32,0.25,
1,C,H,17,76,5.516,
1,1,H,18,34,3.311,
1,C,H,18,31,4.133,
3,3,W,20,21,0.153,
3,D,W,20,63,9.271,
1,1,H,19,36,0.358,
1,C,H,19,40,6.304,
2,2,W,12,39,15.748,
2,P,W,12,14,16.345,
1,1,H,20,12,0.118,
1,C,H,20,50,3.225,
4,4,W,18,65,15.909,
4,R,W,18,11,16.452,
2,2,W,13,46,3.734,
2,P,W,13,13,4.403,
2,2,W,14,16,0.177,
2,P,W,14,14,0.778,
4,4,W,19,41,3.416,
4,R,W,19,19,4.042,
4,4,W,20,15,0.153,
4,R,W,20,11,0.69,
2,2,W,15,56,8.791,
2,P,W,15,15,9.516,
2,2,W,16,28,2.265,
2,P,W,16,11,2.8,
2,2,W,17,28,6.495,
2,P,W,17,18,7.262,
2,2,W,18,17,0.173,
2,P,W,18,11,0.747,
2,2,W,19,19,0.14,
2,P,W,19,11,0.702,
2,2,W,20,63,6.622,
2,P,W,20,11,7.252,
ALL,NA,NA,NA,NA,107.566,
